source,target,status,preserve_query_string,include_subdomains,subpath_matching,wildcard
https://www.findmyisland.com/?island=osm-way-112156376,https://www.findmyisland.com/islands/northern-ireland/allinghams-island/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-3466037.html,https://www.findmyisland.com/islands/scotland/alloa-inch/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-3466037,https://www.findmyisland.com/islands/scotland/alloa-inch/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4004486.html,https://www.findmyisland.com/islands/scotland/alman/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4004486,https://www.findmyisland.com/islands/scotland/alman/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-58010945.html,https://www.findmyisland.com/islands/england/alney-island/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-58010945,https://www.findmyisland.com/islands/england/alney-island/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4009726.html,https://www.findmyisland.com/islands/scotland/am-baisteir/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4009726,https://www.findmyisland.com/islands/scotland/am-baisteir/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-48923000.html,https://www.findmyisland.com/islands/scotland/am-balg/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-48923000,https://www.findmyisland.com/islands/scotland/am-balg/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-171882819.html,https://www.findmyisland.com/islands/scotland/am-buachaille/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-171882819,https://www.findmyisland.com/islands/scotland/am-buachaille/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-302088947.html,https://www.findmyisland.com/islands/scotland/am-buachaille-osm-way-302088947/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-302088947,https://www.findmyisland.com/islands/scotland/am-buachaille-osm-way-302088947/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-60319853.html,https://www.findmyisland.com/islands/scotland/am-bord/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-60319853,https://www.findmyisland.com/islands/scotland/am-bord/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-985212915.html,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-985212915/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-985212915,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-985212915/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4010147.html,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-4010147/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4010147,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-4010147/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-56779559.html,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-56779559/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-56779559,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean-osm-way-56779559/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-relation-12895724.html,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-relation-12895724,https://www.findmyisland.com/islands/scotland/am-fraoch-eilean/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-788981364.html,https://www.findmyisland.com/islands/scotland/am-plastair/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-788981364,https://www.findmyisland.com/islands/scotland/am-plastair/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-985212914.html,https://www.findmyisland.com/islands/scotland/am-ploth/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-985212914,https://www.findmyisland.com/islands/scotland/am-ploth/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1002798076.html,https://www.findmyisland.com/islands/ireland/an-bioranach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1002798076,https://www.findmyisland.com/islands/ireland/an-bioranach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/an-caipín.html,https://www.findmyisland.com/islands/ireland/an-caipin/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=an-caipín,https://www.findmyisland.com/islands/ireland/an-caipin/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-208903959.html,https://www.findmyisland.com/islands/scotland/an-calbh/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-208903959,https://www.findmyisland.com/islands/scotland/an-calbh/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1210249467.html,https://www.findmyisland.com/islands/scotland/an-caol/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1210249467,https://www.findmyisland.com/islands/scotland/an-caol/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/an-charraig-dhubh-commorants-rock.html,https://www.findmyisland.com/islands/ireland/an-charraig-dhubh-commorants-rock/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=an-charraig-dhubh-commorants-rock,https://www.findmyisland.com/islands/ireland/an-charraig-dhubh-commorants-rock/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1006966501.html,https://www.findmyisland.com/islands/ireland/an-charraig-fhada/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1006966501,https://www.findmyisland.com/islands/ireland/an-charraig-fhada/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1001460111.html,https://www.findmyisland.com/islands/ireland/an-charraig-mhor/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1001460111,https://www.findmyisland.com/islands/ireland/an-charraig-mhor/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1311029250.html,https://www.findmyisland.com/islands/ireland/an-chruib/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1311029250,https://www.findmyisland.com/islands/ireland/an-chruib/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-201143870.html,https://www.findmyisland.com/islands/scotland/an-clarsach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-201143870,https://www.findmyisland.com/islands/scotland/an-clarsach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/wd-Q24659159.html,https://www.findmyisland.com/islands/scotland/an-coileach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=wd-Q24659159,https://www.findmyisland.com/islands/scotland/an-coileach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4011355.html,https://www.findmyisland.com/islands/scotland/an-corran/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4011355,https://www.findmyisland.com/islands/scotland/an-corran/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4010945.html,https://www.findmyisland.com/islands/scotland/an-crois-eilean/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4010945,https://www.findmyisland.com/islands/scotland/an-crois-eilean/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-1149505635.html,https://www.findmyisland.com/islands/scotland/an-doirlinn/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-1149505635,https://www.findmyisland.com/islands/scotland/an-doirlinn/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-60320053.html,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-osm-way-60320053/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-60320053,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-osm-way-60320053/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4004895.html,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4004895,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-55875814.html,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-osm-way-55875814/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-55875814,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-osm-way-55875814/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-4011490.html,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-a-deas/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-4011490,https://www.findmyisland.com/islands/scotland/an-dubh-sgeir-a-deas/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-66364361.html,https://www.findmyisland.com/islands/scotland/an-dun/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-66364361,https://www.findmyisland.com/islands/scotland/an-dun/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-210604252.html,https://www.findmyisland.com/islands/scotland/an-dunan/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-way-210604252,https://www.findmyisland.com/islands/scotland/an-dunan/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-node-12105802561.html,https://www.findmyisland.com/islands/ireland/an-fiach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/?island=osm-node-12105802561,https://www.findmyisland.com/islands/ireland/an-fiach/,301,FALSE,FALSE,FALSE,FALSE
https://www.findmyisland.com/profiles/osm-way-550725474.html,https://www.findmyisland.com/islands/scotland/an-gairbh-sgeir/,301,FALSE,FALSE,FALSE,FALSE
